1211,amigote,214,772,7337712,26
8735,Hary,76,11,114240,913
9178,Eric,933,14,140081,851
11451,birax,16,137,1375465,248
17024,Angie,0,1,62,2093
17060,lanschy,175,20,173152,788
26805,Hauke2,685,26,264293,677
27625,The+Hulk,888,9,84838,978
32583,Sir+Dodge,264,122,1214077,283
37858,iceman587,148,230,2073989,177
49559,ARTHURIUS,368,120,1250524,275
52534,roter+rabe,228,9,85300,975
54902,werner571,282,1,10003,1616
55121,MGDriver,36,24,202824,755
60416,Skally,0,11,97680,948
60462,framichel,264,38,345596,605
61293,Splash85,0,1,12214,1509
63318,sharkbit,56,666,6535390,37
86409,.%3AGandalf%3A.,791,108,1007252,318
88054,Gaoyong,0,1,9373,1664
93566,dark+blade,799,24,240466,703
96551,Lord+Bergi,56,524,5153973,59
98114,jerry77,935,7,25191,1319
107340,cyprus,40,561,5498455,51
111003,the+dark+kasa,56,869,8566806,12
112157,RiddleAura,40,696,6888764,30
116695,Pistole,0,1,9123,1679
125406,The+Real+Poison,0,14,138086,855
128761,logos,874,1,8705,1696
129229,Landshut,264,96,917023,344
129353,Spaki,171,105,1071228,306
135446,zoro51,0,1,10102,1604
139600,Stahlherz,0,1,10953,1556
149706,.shark.,34,37,364658,588
158735,Jaspar,0,2,10321,1590
162354,Dreas,537,5,46654,1158
168411,Kibitz,112,141,1414082,242
171619,Sancerre,328,176,1761970,206
174656,Mulno,679,2,16867,1448
174728,M%40dm%40x,49,768,7706127,21
187349,Beaty,143,1,12314,1503
193940,Siedlerfan,0,10,61749,1072
204035,Engel+desTodes,264,71,650822,426
208788,spacebaer,525,42,414806,559
208949,WhitePanther,0,2,7138,1744
211112,mausiii,62,330,2927278,121
214551,dhom,0,4,28763,1293
225970,stortel,0,1,10894,1558
228573,Makiavelli,525,14,121037,894
229943,eisbear,491,18,180321,778
236479,Schneehaserl,148,107,959705,331
238963,VincentVega96,618,4,30144,1271
246804,sunny123,0,5,50240,1135
257785,Micknick,617,370,3708941,89
270198,Bomber83,0,2,12211,1511
271549,philos,395,139,1329567,262
272442,Hubi+1st,258,156,1438354,240
290131,Biggilein,716,6,43078,1184
297834,don-Pizza,149,16,137804,857
300370,Tom+1,0,6,50842,1130
312052,ABLT,0,4,11042,1551
314739,sCr%7Cup%21+aKa+L3%21Tw0Lf,952,1,1004,2061
319612,juescha13,175,1,10257,1596
323787,bjoernnr1,972,12,120312,897
330523,Guido71,0,4,33001,1243
339337,Kehrmann3,799,3,30588,1260
341693,DexY1984,0,5,54457,1109
344194,enso,56,841,8091977,15
349394,Minago,868,4,41021,1199
349928,Maniche88,0,7,56588,1097
353237,Esra,175,25,159433,810
364995,Battlemonc,112,145,1270353,269
365629,matze523,507,18,152132,824
368877,karatekid1,86,26,231426,714
393593,Pipifax-alt,0,1,9219,1677
395256,hannes1993,0,2,11696,1531
401979,nicky+butt,0,8,60202,1083
408182,PunisherVIIII,956,1,10505,1574
409814,Skybuggy,112,16,142850,844
411531,S%C3%A4ggel,0,1,5297,1773
415316,Florian+251,956,1,9762,1638
419042,fsb1,0,2,18221,1425
419661,SnoopyPilot,478,13,130189,871
438481,pharmazeuticus,10,21,213985,735
444873,raiserle,0,16,92925,956
450011,Delta371,147,19,188386,770
450043,AlleNicksVergeben,958,4,29778,1278
452454,IstIrgendWas,40,182,1765389,205
458163,StoopChunk,0,1,4807,1780
464541,Tajao,952,1,797,2066
477421,skareb,0,3,19574,1394
479924,DerJoerg,0,1,11245,1544
484349,dschon,801,184,1908239,189
495404,lover1,0,1,9709,1640
495870,k%C3%B6nig-mirko,264,71,699213,406
503104,mefatoso,148,148,1482812,233
508684,hanibal23,838,6,58256,1089
511510,Geri185,34,12,140827,848
514223,monno,938,1,11748,1529
521016,katerle70,40,686,6870294,31
526715,Landry,0,4,30994,1255
539057,KeyG,699,12,105052,930
540087,Alexej23,395,19,169767,794
567856,Condor+der+Gro%C3%9Fe,0,1,7332,1738
589427,Boreas+erchom%C3%A4,0,1,8188,1719
589615,cobra39,522,62,429990,546
599174,jp11,512,14,144304,842
601124,Fichtenflitzer,932,1,10397,1584
604561,Birgit1965,505,7,70163,1038
612742,tron64,154,326,3221012,106
612800,Heinz+Wink,0,1,12613,1494
614330,Filippos%2C+der+Gro%C3%9Fe,375,8,48983,1142
644739,Mr.Orten,0,1,7936,1724
652956,-Consti-,799,8,79420,997
656703,pergola,0,6,55883,1103
681310,Conjack,516,9,30533,1263
689628,JoE+Bearcreek,214,187,1694305,213
703632,matze171189,695,11,99357,943
710149,gus06,691,15,138126,854
724844,Hans+Wagenrad,368,32,240812,700
725976,Schr%C3%B6d,791,124,1233157,279
725995,dj+shout,76,35,363356,590
731731,Lord+Schatten,642,29,264522,676
732764,Grumbel,0,3,21430,1355
748104,Willy+der+starke,0,1,9330,1669
757936,Terranovese,516,1,10292,1594
764805,zirapa,0,1,6657,1748
782862,Halstenbek,878,1,10067,1607
809192,Omni-Man,148,88,856744,365
809354,Hennessy,294,36,351224,597
820319,Robert+Burns,419,3,23988,1334
821272,%21%21YMH%21%21,67,12,110265,921
824743,Lord+Floh,0,5,42338,1189
844458,Larb,0,6,43789,1179
860779,J.S.Bach,371,1,9440,1661
866518,tatanka-yotanka,0,16,146185,833
866832,%2AAngel1703%2A,88,41,379115,580
870268,gem1,49,237,2472326,148
875747,GraueEminenz,628,48,493535,503
879345,DerFriedvolle,214,94,941785,334
886370,Wolle-58,147,21,154767,818
894323,1475,214,49,494122,513
897211,hase31,279,9,69378,1043
902335,luna2,258,44,412236,564
903724,Sid43,327,20,188836,769
906011,Diega,505,5,39791,1207
908180,Kuschelb%C3%A4rbiw,88,16,172042,790
908297,toni+5900,505,1,5368,1771
918168,Soldat+Roms,0,1,9624,1649
926732,Connor123,214,564,4930370,64
934829,marry-ann,258,257,2433899,152
935200,Karamelbonbon,56,730,7449109,25
939947,yfrey,0,5,47165,1153
940772,Jawion,67,188,1719032,210
941519,bibi100,0,3,8819,1691
947376,bigboy01,0,1,8168,1720
948372,Pitkhan,76,16,160505,808
953136,Nim2,973,1,3904,1990
957722,wolle40,956,1,8350,1711
967089,TT-MS69,46,469,4026850,82
971259,totward,478,205,1835183,196
988499,ElisabE,16,506,4915943,65
996347,Feuert%C3%A4nzer9999,40,419,4033696,81
998056,shiva+10,112,78,661809,423
1000553,53Herbie,967,10,70823,1032
1008541,bruesseliese,767,14,120594,896
1019948,ohura,600,6,18619,1420
1037356,rudired,78,48,480000,523
1044752,weisi3,67,54,513879,495
1048572,metlix,371,16,128643,875
1061536,King+Yannik,0,6,54984,1107
1065350,Die+Sow%C3%A4ltsche,46,394,3709402,88
1080223,alte+wolf,491,17,46207,1160
1086567,trekman,0,5,27692,1302
1094420,Korn85,264,45,441344,539
1096027,valentine2,69,467,4651790,70
1106719,Jackysuffer,0,1,5643,1764
1113238,schnapsnasenhai,175,84,677675,414
1124198,waltych,450,3,20187,1377
1125583,Mickylein,67,104,747318,392
1131387,Mkoll,685,37,365818,587
1162413,aufschwung,0,40,406972,567
1176926,PSP-Player,40,350,3248735,104
1177794,zambo320,0,13,136814,860
1185684,TheFireOfLight,46,989,9907855,6
1194311,codename+Josephine,39,1,9792,1635
1194313,Celine+B,793,2,13938,1470
1195514,Szebo,10,77,758732,391
1196141,Kaiens,412,64,627324,441
1202788,ALEXWAF,553,4,31555,1248
1208750,Cliff+Allistair+McLane,67,148,1450352,238
1211055,Cataleya1,25,147,1458446,236
1274350,Eisenbein,368,46,450113,533
1296370,Tanitha,154,11,109440,924
1301486,xXEaTThatXx+08,930,103,999479,320
1314835,agentmulder,0,2,19465,1397
1317679,Schatten+Clan,793,4,39824,1206
1318153,Scaleo+H1,0,2,16873,1446
1321139,Tashunka,0,8,52850,1115
1329319,skipistensau,25,172,1677970,216
1330451,Memphis+bluie,0,1,9640,1646
1344079,new+era,69,12,142688,845
1345224,PeMaOpilio,67,137,1169500,290
1352259,piranha10000,952,1,4426,1788
1355157,Siedler1997,793,2,19954,1384
1356874,Panda66,10,97,1034143,314
1364270,HoffiHst,0,5,50115,1136
1372342,alsi+der+schm%C3%A4chtige,36,14,133793,864
1374571,Black+Dragon+1984,0,1,8207,1717
1375412,ulrich-ag,49,368,3602736,93
1387059,henny95,372,2,19605,1392
1387724,cocodecoc,0,1,154,2091
1406110,Kaus10,0,1,3117,2017
1406771,Powergirl+4ever,553,2,17168,1442
1407926,SIR+JEVA,39,3,23641,1336
1442482,ThanaTos3k,171,80,787815,384
1447921,AM-Paulchen,767,9,79898,996
1451141,Herle,395,24,215869,732
1452157,erthquake,0,6,59514,1085
1457530,J%C3%B6rg-Hans,112,62,607117,455
1458914,Mario+1986,0,1,13463,1480
1461073,mikelee,285,2,20794,1366
1466711,promozion,67,172,1676295,217
1467315,sebi+s,0,61,578606,464
1468756,Pitsnake,0,6,56310,1098
1469657,tabasgo1,0,7,71137,1029
1471481,XxDiegoxX,171,153,933066,336
1492377,Desert+Fox,294,25,261620,684
1492908,Indianola,10,57,551770,480
1493164,RINGLER,930,311,3089169,110
1497019,Sharkmore,148,138,1356724,249
1499500,Skyair,934,1,12237,1506
1518938,udo+b,605,29,286386,654
1537497,kardinal6,86,14,119465,900
1538998,Unbesiegbare1,34,44,431974,544
1591268,dragodriss,799,19,183296,774
1613090,the+zocer,947,6,50970,1126
1625740,Wie+ich,699,12,75534,1013
1626145,Dogmen,0,7,43348,1183
1630041,%40Platoon%40,0,5,50322,1134
1637531,klaudesi,0,1,8765,1694
1639634,Wylaryzel,34,46,448399,534
1641637,0d3m,40,718,7004456,29
1643095,burni47,525,7,68298,1048
1655530,IckleRonnie,0,1,10369,1587
1657908,NOMINE78,525,142,1366072,250
1661507,S-ScheLL,124,21,202410,757
1664238,PzAufkl%C3%A4rer,721,5,45895,1163
1670892,llarissa,525,64,639141,440
1671427,King+Kerberos,685,11,110874,919
1684536,elke110,361,14,112015,917
1689796,Gandalf+Silberbart,132,22,263559,679
1697725,Speedmaster1991,403,8,80180,995
1706306,Martinius82,793,10,74982,1016
1706835,Biker750,36,199,1903128,190
1707742,Erzengel-%2A-Raziel,371,37,276465,665
1709152,Klohner,327,25,245630,695
1711657,-.ShocK.-,147,55,561293,474
1724712,MiMaBe,258,90,555935,476
1725309,9PRF,395,41,402456,570
1728057,Playa+Bouys+Vernichter,76,33,326159,617
1740783,Larrin,69,148,1476293,234
1748502,maik1974,942,2,9401,1663
1760318,CCR1,818,3,28886,1292
1783195,Komander-Inge,791,2,21455,1351
1822370,glaskopf56,132,4,33857,1236
1823376,Nitramuss,0,2,18684,1418
1867228,recep27,828,27,236562,705
1868684,TUSI+LULU,175,28,278249,661
1883261,Newdad,112,40,400449,572
1896271,x236,930,249,2495456,145
1903840,Tom+van+Elohim,10,15,150976,826
1909297,growerking,171,67,665717,417
1914735,Angel1977,947,12,73401,1020
1925146,Oberlin12,49,864,7878361,19
1925420,kuno+03,368,87,791328,383
